timestamp,pid,name,cmdline,cpu_pct,mem_pct,rss_mb,io_read_kbps,io_write_kbps,biopattern_COUNT,biopattern_KBYTES,biopattern_RND(%),biopattern_SEQ(%),tcpstates_NEWSTATE,bindsnoop_PROT_TCP,bindsnoop_PROT_UDP,pidpersec_PID/s,cachestat_HITS,cachestat_BUFFERS(MB),cachestat_CACHED(MB)
1758273208,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.575,99.621,0.0,0.0,108.416,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.496
1758273208,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,112.2,0.375,14.5,0.0,0.0,6643.249,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.496
1758273209,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,13.324,515.57,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.762
1758273209,2042,gnome-shell,/usr/bin/gnome-shell,36.3,4.776,184.746,0.0,0.0,321.31,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.762
1758273209,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,26.7,0.868,33.574,0.0,0.0,64.222,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.762
1758273209,3634,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,1.06,40.992,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,2.0,-1,44.957,953.762
1758273209,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,75.3,0.375,14.5,0.0,0.0,7194.973,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.762
1758273210,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,514.2,4.564,176.562,0.0,0.199,61.75,0.199,-1.0,-1.0,11,1,0,0.0,-1,44.957,953.703
1758273210,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,46.1,13.945,539.477,0.0,0.0,1.934,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.703
1758273210,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,36.27,0.0,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.703
1758273210,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,94.6,0.375,14.5,0.0,3.976,6700.147,3.976,-1.0,-1.0,-1,0,0,0.0,-1,44.957,953.703
1758273211,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,16.391,634.113,0.0,0.0,2.045,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.73,818.773
1758273211,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,50.224,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.73,818.773
1758273212,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,239.2,14.012,542.047,207.863,0.0,0.0,207.863,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.027
1758273212,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,47.9,8.379,324.129,0.0,0.0,66.686,0.0,-1.0,-1.0,11,1,0,0.0,-1,40.738,819.027
1758273212,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,30.3,0.375,14.5,0.0,0.0,5782.265,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.027
1758273213,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.34,322.621,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,40.738,819.035
1758273213,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,38.8,12.891,498.684,44.669,0.0,0.0,44.669,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.035
1758273213,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,50.9,0.375,14.5,0.0,3.755,5721.172,3.755,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.035
1758273213,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,102.459,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.035
1758273213,2042,gnome-shell,/usr/bin/gnome-shell,11.9,4.776,184.746,0.0,0.0,315.736,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.738,819.035
1758273214,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,14.209,549.703,459.929,0.0,80.913,459.929,-1.0,-1.0,-1,0,0,0.0,-1,40.738,828.93
1758273214,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.495,328.621,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,40.738,828.93
1758273214,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,38.5,0.375,14.5,0.0,0.0,7840.168,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.738,828.93
1758273214,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.563,99.16,0.0,0.0,136.65,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.738,828.93
1758273215,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,15.567,602.238,0.0,0.0,35.2,0.0,-1.0,-1.0,-1,0,0,0.0,-1,40.508,832.441
1758273215,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,34.6,8.701,336.621,3.087,0.0,1.543,3.087,-1.0,-1.0,11,1,0,0.0,-1,40.508,832.441
1758273215,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,8.1,0.375,14.5,0.0,3.1,5220.376,3.1,-1.0,-1.0,-1,0,0,0.0,-1,40.508,832.441
1758273216,3484,code,/proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,0.495,19.16,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0.0,-1,38.211,819.797
1758273216,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.828,109.41,0.0,0.0,19.74,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.211,819.797
1758273216,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,76.2,15.574,602.48,13.321,0.0,0.0,13.321,-1.0,-1.0,-1,0,0,0.0,-1,38.211,819.797
1758273216,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.705,336.746,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,38.211,819.797
1758273216,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,39.5,0.375,14.5,0.0,0.0,9407.35,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.211,819.797
1758273217,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,14.54,562.477,16.647,0.0,0.0,16.647,-1.0,-1.0,-1,0,0,0.0,-1,38.211,820.199
1758273217,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.821,109.121,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.211,820.199
1758273217,3484,code,/proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,49.9,0.495,19.16,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0.0,-1,38.211,820.199
1758273217,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,29.1,0.375,14.5,0.0,3.932,6624.871,3.932,-1.0,-1.0,-1,0,0,0.0,-1,38.211,820.199
1758273217,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.731,337.746,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,38.211,820.199
1758273219,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.811,340.871,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,38.219,819.707
1758273219,3484,code,/proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,0.495,19.16,0.0,0.0,1.046,0.0,-1.0,-1.0,1,0,0,0.0,-1,38.219,819.707
1758273219,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.837,109.746,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273219,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,14.525,561.922,15.099,0.0,0.0,15.099,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273219,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,8.811,340.871,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,38.219,819.707
1758273219,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,89.6,2.837,109.746,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273219,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,34.1,0.375,14.5,0.0,1.896,6447.546,1.896,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273220,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.837,109.746,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273220,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,14.522,561.797,3.829,0.0,0.0,3.829,-1.0,-1.0,-1,0,0,0.0,-1,38.219,819.707
1758273220,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,79.3,8.811,340.871,0.0,0.0,0.0,0.0,-1.0,-1.0,11,1,0,0.0,-1,38.219,819.707
