

=== 监控会话开始于 2025-09-22 10:54:07 ===
[2025-09-22 10:54:18] 监控已启动
[2025-09-22 12:14:01] [DEBUG] 心跳维持正常
[2025-09-22 12:14:11] [DEBUG] 心跳维持正常
[2025-09-22 12:14:20] [DEBUG] 收到完整消息: {"op":"block","x":{"txIndexes":[],"nTx":2282,"estimatedBTCSent":0,"totalBTCSent":0,"reward":318332177,"size":1558078,"weight":3993436,"blockIndex":915830,"prevBlockIndex":915829,"height":915830,"hash":"00000000000000000000d8824305e65809f7f54a1ce7e3b8645993571a8a5018","mrklRoot":"ea64c56197ed8031b757864fbeb8ed331efe12cbc4d5f5d29e69a4bfced907d1","difficulty":0.0,"version":558309376,"time":1758514455,"bits":386005560,"nonce":615959711,"foundBy":{"description":"","ip":"","link":"","time":0}}}
[2025-09-22 12:14:20] [DEBUG] 成功写入日志: 00000000000000000000d8824305e65809f7f54a1ce7e3b8645993571a8a5018|915830|0x21472000|915829|ea64c56197ed8031b757864fbeb8ed331efe12cbc4d5f5d29e69a4bfced907d1|2025-09-22 12:14:15|0x1701fa38|615959711|2025-09-22 12:14:20
[2025-09-22 12:14:20] [DEBUG] 成功处理区块 #915830
[2025-09-22 12:14:21] [DEBUG] 心跳维持正常
[2025-09-22 12:14:31] [DEBUG] 心跳维持正常
[2025-09-22 12:14:41] [DEBUG] 心跳维持正常
[2025-09-22 12:14:51] [DEBUG] 心跳维持正常
[2025-09-22 12:15:01] [DEBUG] 心跳维持正常
[2025-09-22 12:15:11] [DEBUG] 心跳维持正常
[2025-09-22 12:15:21] [DEBUG] 心跳维持正常
[2025-09-22 12:15:31] [DEBUG] 心跳维持正常
[2025-09-22 12:15:41] [DEBUG] 心跳维持正常
[2025-09-22 12:15:51] [DEBUG] 心跳维持正常
[2025-09-22 12:16:01] [DEBUG] 心跳维持正常
[2025-09-22 12:16:12] [DEBUG] 心跳维持正常
[2025-09-22 12:16:22] [DEBUG] 心跳维持正常
[2025-09-22 12:16:32] [DEBUG] 心跳维持正常
[2025-09-22 12:16:42] [DEBUG] 心跳维持正常
[2025-09-22 12:16:52] [DEBUG] 心跳维持正常
[2025-09-22 12:17:02] [DEBUG] 心跳维持正常
[2025-09-22 12:17:12] [DEBUG] 心跳维持正常
[2025-09-22 12:17:22] [DEBUG] 心跳维持正常
[2025-09-22 12:17:32] [DEBUG] 心跳维持正常
[2025-09-22 13:15:42] [DEBUG] 心跳维持正常
[2025-09-22 13:15:45] 连接异常: sent 1011 (internal error) keepalive ping timeout; no close frame received，2.6秒后重试...
[2025-09-22 13:15:47] 尝试连接端点: wss://blockchain.info/ws
[2025-09-22 13:15:53] [ERROR] 连接已断开，停止心跳
[2025-09-22 13:15:57] 连接异常: timed out during opening handshake，4.2秒后重试...
[2025-09-22 13:16:02] 尝试连接端点: wss://ws.blockchain.info/inv
[2025-09-22 13:16:12] 连接异常: timed out during opening handshake，8.7秒后重试...
[2025-09-22 13:16:20] 尝试连接端点: wss://blockchain.info/ws
[2025-09-22 13:16:22] 连接异常: https://www.blockchain.com/ws isn't a valid URI: scheme isn't ws or wss，16.1秒后重试...
[2025-09-22 13:16:38] 尝试连接端点: wss://ws.blockchain.info/inv
[2025-09-22 13:16:39] 区块订阅成功
[2025-09-22 13:16:49] [DEBUG] 心跳维持正常
[2025-09-22 13:16:59] [DEBUG] 心跳维持正常
[2025-09-22 13:17:09] [DEBUG] 心跳维持正常
[2025-09-22 13:17:19] [DEBUG] 心跳维持正常
[2025-09-22 13:17:29] [DEBUG] 心跳维持正常
[2025-09-22 13:17:39] [DEBUG] 心跳维持正常
[2025-09-22 13:17:49] [DEBUG] 心跳维持正常
[2025-09-22 13:17:59] [DEBUG] 心跳维持正常
[2025-09-22 13:18:09] [DEBUG] 心跳维持正常
[2025-09-22 13:18:19] [DEBUG] 心跳维持正常
[2025-09-22 13:18:29] [DEBUG] 心跳维持正常
[2025-09-22 13:18:39] [DEBUG] 心跳维持正常
[2025-09-22 13:18:49] [DEBUG] 心跳维持正常
[2025-09-22 13:18:59] [DEBUG] 心跳维持正常
[2025-09-22 13:19:09] [DEBUG] 心跳维持正常
[2025-09-22 13:19:19] [DEBUG] 心跳维持正常
[2025-09-22 13:19:29] [DEBUG] 心跳维持正常
[2025-09-22 13:19:39] [DEBUG] 心跳维持正常
[2025-09-22 13:19:49] [DEBUG] 心跳维持正常
[2025-09-22 13:19:59] [DEBUG] 心跳维持正常
[2025-09-22 13:20:09] [DEBUG] 心跳维持正常
[2025-09-22 13:20:19] [DEBUG] 心跳维持正常
[2025-09-22 13:20:29] [DEBUG] 心跳维持正常
[2025-09-22 13:20:39] [DEBUG] 心跳维持正常
[2025-09-22 13:20:46] 监控已停止
[2025-09-22 15:24:20] 监控已停止
